trace_id,provider,model,prompt_id,sequence,arrival_ms,size_bytes,media_duration_ms,interarrival_ms,pacing_error_ms,cumulative_audio_ms,utterance_progress,cumulative_delivery_rtf
bursty_same_ttfa-long_incident-r000,bursty_same_ttfa,synthetic-validation-v1,long_incident,29,1312.9828886974626,1920,40.0,12.185602099200423,-27.814397900799577,1200.0,0.7894736842105263,1.0941524072478854
bursty_same_ttfa-long_incident-r000,bursty_same_ttfa,synthetic-validation-v1,long_incident,30,1333.226967838996,1920,40.0,20.244079141533348,-19.755920858466652,1240.0,0.8157894736842105,1.0751830385798355
bursty_same_ttfa-long_incident-r000,bursty_same_ttfa,synthetic-validation-v1,long_incident,31,1359.2071451886843,1920,40.0,25.980177349688347,-14.019822650311653,1280.0,0.8421052631578947,1.0618805821786597
bursty_same_ttfa-long_incident-r000,bursty_same_ttfa,synthetic-validation-v1,long_incident,32,1508.0950676103519,1920,40.0,148.88792242166755,108.88792242166755,1320.0,0.868421052631579,1.1424962633411757
bursty_same_ttfa-long_incident-r000,bursty_same_ttfa,synthetic-validation-v1,long_incident,33,1532.441128118567,1920,40.0,24.346060508215032,-15.653939491784968,1360.0,0.8947368421052632,1.126794947146005
bursty_same_ttfa-long_incident-r000,bursty_same_ttfa,synthetic-validation-v1,long_incident,34,1552.5587141760536,1920,40.0,20.117586057486733,-19.882413942513267,1400.0,0.9210526315789473,1.1089705101257525
bursty_same_ttfa-long_incident-r000,bursty_same_ttfa,synthetic-validation-v1,long_incident,35,1575.6114901237702,1920,40.0,23.052775947716555,-16.947224052283445,1440.0,0.9473684210526315,1.094174645919285
bursty_same_ttfa-long_incident-r000,bursty_same_ttfa,synthetic-validation-v1,long_incident,36,1598.4227460083907,1920,40.0,22.81125588462055,-17.18874411537945,1480.0,0.9736842105263158,1.0800153689245884
bursty_same_ttfa-long_incident-r000,bursty_same_ttfa,synthetic-validation-v1,long_incident,37,1621.4803551429256,1920,40.0,23.057609134534914,-16.942390865465086,1520.0,1.0,1.0667633915413985
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,0,126.9517520573023,1920,40.0,0.0,0.0,40.0,0.02631578947368421,3.1737938014325575
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,1,140.9142506432758,1920,40.0,13.962498585973506,-26.037501414026494,80.0,0.05263157894736842,1.7614281330409476
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,2,299.241798585933,1920,40.0,158.3275479426572,118.32754794265719,120.0,0.07894736842105263,2.493681654882775
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,3,306.5415260861963,1920,40.0,7.299727500263316,-32.700272499736684,160.0,0.10526315789473684,1.915884538038727
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,4,324.5737621403228,1920,40.0,18.032236054126486,-21.967763945873514,200.0,0.13157894736842105,1.622868810701614
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,5,338.3869881326324,1920,40.0,13.813225992309583,-26.186774007690417,240.0,0.15789473684210525,1.4099457838859684
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,6,355.00544375026095,1920,40.0,16.61845561762857,-23.38154438237143,280.0,0.18421052631578946,1.2678765848223605
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,7,373.24760897915286,1920,40.0,18.242165228891906,-21.757834771108094,320.0,0.21052631578947367,1.1663987780598526
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,8,540.097158385844,1920,40.0,166.8495494066911,126.8495494066911,360.0,0.23684210526315788,1.500269884405122
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,9,557.4142369912772,1920,40.0,17.317078605433267,-22.682921394566733,400.0,0.2631578947368421,1.3935355924781931
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,10,580.1399015624148,1920,40.0,22.7256645711376,-17.2743354288624,440.0,0.2894736842105263,1.3184997762782156
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,11,595.8209188194844,1920,40.0,15.681017257069584,-24.318982742930416,480.0,0.3157894736842105,1.2412935808739258
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,12,608.7313443918109,1920,40.0,12.910425572326517,-27.089574427673483,520.0,0.34210526315789475,1.1706372007534824
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,13,619.8564371439243,1920,40.0,11.125092752113346,-28.874907247886654,560.0,0.3684210526315789,1.1068864948998647
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,14,766.5855588442402,1920,40.0,146.7291217003159,106.72912170031589,600.0,0.39473684210526316,1.2776425980737336
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,15,775.9376308656647,1920,40.0,9.352072021424533,-30.647927978575467,640.0,0.42105263157894735,1.212402548227601
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,16,792.6146189162605,1920,40.0,16.67698805059581,-23.32301194940419,680.0,0.4473684210526316,1.165609733700383
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,17,812.6550632910541,1920,40.0,20.04044437479365,-19.95955562520635,720.0,0.47368421052631576,1.128687587904242
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,18,826.74783509987,1920,40.0,14.092771808815883,-25.907228191184117,760.0,0.5,1.0878260988156185
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,19,844.7343234012526,1920,40.0,17.986488301382565,-22.013511698617435,800.0,0.5263157894736842,1.0559179042515658
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,20,999.852586210325,1920,40.0,155.11826280907235,115.11826280907235,840.0,0.5526315789473685,1.1903006978694344
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,21,1016.2028197500389,1920,40.0,16.35023353971394,-23.64976646028606,880.0,0.5789473684210527,1.154775931534135
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,22,1031.2398199693673,1920,40.0,15.037000219328434,-24.962999780671566,920.0,0.6052631578947368,1.1209128477927905
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,23,1045.3719831254466,1920,40.0,14.132163156079287,-25.867836843920713,960.0,0.631578947368421,1.088929149089007
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,24,1062.7192028034026,1920,40.0,17.34721967795599,-22.65278032204401,1000.0,0.6578947368421053,1.0627192028034025
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,25,1082.7834818281567,1920,40.0,20.064279024754114,-19.935720975245886,1040.0,0.6842105263157895,1.0411379632963045
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,26,1236.610298349774,1920,40.0,153.82681652161727,113.82681652161727,1080.0,0.7105263157894737,1.14500953550905
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,27,1256.5671650131183,1920,40.0,19.95686666334427,-20.04313333665573,1120.0,0.7368421052631579,1.1219349687617128
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,28,1272.7038901584363,1920,40.0,16.136725145317996,-23.863274854682004,1160.0,0.7631578947368421,1.097158525998652
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,29,1293.9454772034476,1920,40.0,21.24158704501133,-18.75841295498867,1200.0,0.7894736842105263,1.0782878976695396
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,30,1320.4356355527505,1920,40.0,26.490158349302874,-13.509841650697126,1240.0,0.8157894736842105,1.0648674480264118
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,31,1335.8834981696396,1920,40.0,15.447862616889097,-24.552137383110903,1280.0,0.8421052631578947,1.043658982945031
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,32,1486.1852175852487,1920,40.0,150.3017194156091,110.30171941560911,1320.0,0.868421052631579,1.1258978921100369
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,33,1504.0218877120103,1920,40.0,17.836670126761646,-22.163329873238354,1360.0,0.8947368421052632,1.1058984468470665
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,34,1516.4313017980937,1920,40.0,12.409414086083416,-27.590585913916584,1400.0,0.9210526315789473,1.0831652155700668
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,35,1535.1233508009207,1920,40.0,18.692049002826934,-21.307950997173066,1440.0,0.9473684210526315,1.0660578825006393
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,36,1554.3180662295542,1920,40.0,19.19471542863357,-20.80528457136643,1480.0,0.9736842105263158,1.0502149096145637
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,long_incident,37,1579.6361508878047,1920,40.0,25.318084658250427,-14.681915341749573,1520.0,1.0,1.0392343097946084
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,0,120.68015293706816,1920,40.0,0.0,0.0,40.0,0.02631578947368421,3.017003823426704
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,1,136.14741970389272,1920,40.0,15.467266766824565,-24.532733233175435,80.0,0.05263157894736842,1.701842746298659
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,2,297.49648311582416,1920,40.0,161.34906341193144,121.34906341193144,120.0,0.07894736842105263,2.4791373592985346
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,3,314.77398913950674,1920,40.0,17.277506023682577,-22.722493976317423,160.0,0.10526315789473684,1.967337432121917
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,4,333.22180269823747,1920,40.0,18.44781355873073,-21.55218644126927,200.0,0.13157894736842105,1.6661090134911873
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,5,351.6567021424489,1920,40.0,18.434899444211453,-21.565100555788547,240.0,0.15789473684210525,1.4652362589268706
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,6,361.712238965914,1920,40.0,10.055536823465104,-29.944463176534896,280.0,0.18421052631578946,1.2918294248782645
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,7,380.1727412880628,1920,40.0,18.460502322148784,-21.539497677851216,320.0,0.21052631578947367,1.1880398165251962
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,8,538.7502239103587,1920,40.0,158.57748262229592,118.57748262229592,360.0,0.23684210526315788,1.4965283997509964
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,9,557.0585890325439,1920,40.0,18.308365122185137,-21.691634877814863,400.0,0.2631578947368421,1.3926464725813597
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,10,579.3304152545057,1920,40.0,22.271826221961874,-17.728173778038126,440.0,0.2894736842105263,1.3166600346693311
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,11,590.4583333784522,1920,40.0,11.127918123946415,-28.872081876053585,480.0,0.3157894736842105,1.2301215278717754
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,12,603.9148864396592,1920,40.0,13.456553061207046,-26.543446938792954,520.0,0.34210526315789475,1.1613747816147293
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,13,621.9422178601084,1920,40.0,18.027331420449173,-21.972668579550827,560.0,0.3684210526315789,1.1106111033216222
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,14,782.6487412689696,1920,40.0,160.70652340886124,120.70652340886124,600.0,0.39473684210526316,1.304414568781616
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,15,798.7363826027185,1920,40.0,16.087641333748934,-23.912358666251066,640.0,0.42105263157894735,1.2480255978167478
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,16,816.5326372814028,1920,40.0,17.79625467868425,-22.20374532131575,680.0,0.4473684210526316,1.20078329011971
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,17,832.9027079862543,1920,40.0,16.370070704851514,-23.629929295148486,720.0,0.47368421052631576,1.1568093166475755
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,18,852.8834544121592,1920,40.0,19.98074642590484,-20.01925357409516,760.0,0.5,1.1222150715949462
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,19,870.6698181877682,1920,40.0,17.78636377560906,-22.21363622439094,800.0,0.5263157894736842,1.0883372727347103
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,20,1026.7830384823787,1920,40.0,156.11322029461053,116.11322029461053,840.0,0.5526315789473685,1.22236076009807
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,21,1043.2755498892745,1920,40.0,16.4925114068958,-23.5074885931042,880.0,0.5789473684210527,1.1855403976014482
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,22,1062.2072836797488,1920,40.0,18.931733790474254,-21.068266209525746,920.0,0.6052631578947368,1.1545731344345096
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,23,1080.4814224760307,1920,40.0,18.27413879628193,-21.72586120371807,960.0,0.631578947368421,1.1255014817458653
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,24,1098.0505866217716,1920,40.0,17.569164145740842,-22.430835854259158,1000.0,0.6578947368421053,1.0980505866217716
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,25,1116.3059863620476,1920,40.0,18.25539974027606,-21.74460025972394,1040.0,0.6842105263157895,1.0733711407327382
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,26,1274.0822800277597,1920,40.0,157.77629366571205,117.77629366571205,1080.0,0.7105263157894737,1.1797058148405182
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,27,1293.2464704214442,1920,40.0,19.16419039368452,-20.83580960631548,1120.0,0.7368421052631579,1.1546843485905751
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,28,1305.1290084028344,1920,40.0,11.882537981390215,-28.117462018609785,1160.0,0.7631578947368421,1.1251112141403745
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,29,1318.8936473257568,1920,40.0,13.764638922922359,-26.23536107707764,1200.0,0.7894736842105263,1.0990780394381305
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,30,1341.6139019096172,1920,40.0,22.720254583860424,-17.279745416139576,1240.0,0.8157894736842105,1.081946695088401
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,31,1356.0610822620852,1920,40.0,14.447180352467967,-25.552819647532033,1280.0,0.8421052631578947,1.059422720517254
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,32,1515.4964825081438,1920,40.0,159.43540024605863,119.43540024605863,1320.0,0.868421052631579,1.1481033958395028
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,33,1532.2051074225642,1920,40.0,16.708624914420398,-23.291375085579602,1360.0,0.8947368421052632,1.1266214025165913
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,34,1557.038090421414,1920,40.0,24.83298299884973,-15.16701700115027,1400.0,0.9210526315789473,1.1121700645867243
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,35,1580.1385273547858,1920,40.0,23.10043693337184,-16.89956306662816,1440.0,0.9473684210526315,1.0973184217741567
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,36,1601.4392420435793,1920,40.0,21.300714688793505,-18.699285311206495,1480.0,0.9736842105263158,1.0820535419213373
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,37,1622.173560193063,1920,40.0,20.73431814948367,-19.26568185051633,1520.0,1.0,1.0672194474954362
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,0,129.48601905320257,1920,40.0,0.0,0.0,40.0,0.02631578947368421,3.237150476330064
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,1,148.14682943321506,1920,40.0,18.660810380012492,-21.339189619987508,80.0,0.05263157894736842,1.8518353679151882
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,2,299.6873195714213,1920,40.0,151.54049013820625,111.54049013820625,120.0,0.07894736842105263,2.4973943297618444
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,3,314.5059164718163,1920,40.0,14.818596900394994,-25.181403099605006,160.0,0.10526315789473684,1.965661977948852
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,4,331.10515031973983,1920,40.0,16.59923384792353,-23.40076615207647,200.0,0.13157894736842105,1.6555257515986992
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,5,343.70113080023293,1920,40.0,12.595980480493097,-27.404019519506903,240.0,0.15789473684210525,1.4320880450009705
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,6,362.84746758487006,1920,40.0,19.14633678463713,-20.85366321536287,280.0,0.18421052631578946,1.2958838128031074
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,7,383.302005395568,1920,40.0,20.454537810697957,-19.545462189302043,320.0,0.21052631578947367,1.19781876686115
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,8,545.1322736754454,1920,40.0,161.83026827987737,121.83026827987737,360.0,0.23684210526315788,1.514256315765126
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,9,569.3727587275996,1920,40.0,24.240485052154213,-15.759514947845787,400.0,0.2631578947368421,1.423431896818999
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,10,590.6499178023421,1920,40.0,21.277159074742485,-18.722840925257515,440.0,0.2894736842105263,1.3423861768235048
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,11,604.3622571764624,1920,40.0,13.712339374120347,-26.287660625879653,480.0,0.3157894736842105,1.2590880357842968
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,12,623.7178811012049,1920,40.0,19.355623924742417,-20.644376075257583,520.0,0.34210526315789475,1.1994574636561632
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,13,644.9211739676758,1920,40.0,21.203292866470974,-18.796707133529026,560.0,0.3684210526315789,1.1516449535137068
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,14,800.8148537187228,1920,40.0,155.893679751047,115.89367975104699,600.0,0.39473684210526316,1.3346914228645381
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,15,812.1237993136704,1920,40.0,11.308945594947545,-28.691054405052455,640.0,0.42105263157894735,1.26894343642761
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,16,831.1132775062648,1920,40.0,18.989478192594447,-21.010521807405553,680.0,0.4473684210526316,1.2222254080974482
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,17,851.5639291225785,1920,40.0,20.450651616313735,-19.549348383686265,720.0,0.47368421052631576,1.1827276793369146
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,18,866.6147527686913,1920,40.0,15.050823646112804,-24.949176353887196,760.0,0.5,1.1402825694324885
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,19,883.2596043436773,1920,40.0,16.644851574985978,-23.355148425014022,800.0,0.5263157894736842,1.1040745054295966
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,20,1034.7789186312118,1920,40.0,151.51931428753448,111.51931428753448,840.0,0.5526315789473685,1.2318796650371568
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,21,1051.8056350058127,1920,40.0,17.026716374600937,-22.973283625399063,880.0,0.5789473684210527,1.195233676142969
